Version,File Name,SIZE_LOC,NOM,AVG_METHOD_SIZE,CYCLO_COMPLEXITY,FAN_OUT,NR,NFIX,NAUTH,LOC_ADDED,MAX_LOC_ADDED,CHURN,MAX_CHURN,MAX_CHANGE_SET_SIZE,AVG_MODIFIED_DIRS,AGE_SINCE_LAST_CHANGE,OWNERSHIP_RATIO,NSMELLS,SMELL_DENSITY,SAME_DIRECTORY_CHANGE_RATIO,AGE,Buggy
11,core/src/main/java/org/apache/syncope/core/services/LoggerServiceImpl.java,113,4,28.250000,18,6,15,0,3,214,68,315,78,705,9.066667,89,0.800000,0,0,0.133333,116,no
11,core/src/main/java/org/apache/syncope/core/services/WorkflowServiceImpl.java,84,4,21.000000,12,5,1,0,1,84,84,84,84,3,3.000000,88,1.000000,0,0,0.000000,88,no
11,core/src/main/java/org/apache/syncope/core/sync/DefaultSyncActions.java,69,6,11.500000,3,2,16,1,7,139,59,209,59,1524,39.562500,98,0.562500,0,0,0.000000,525,no
11,core/src/main/java/org/apache/syncope/core/sync/SyncActions.java,100,0,100.000000,13,2,15,1,7,187,53,274,59,1524,41.066667,98,0.533333,0,0,0.000000,525,no
11,core/src/main/java/org/apache/syncope/core/sync/impl/SyncJob.java,457,8,57.125000,77,23,20,1,6,577,300,697,300,705,18.450000,25,0.600000,0,0,0.100000,188,yes
11,core/src/main/java/org/apache/syncope/core/sync/impl/SyncopeSyncResultHandler.java,895,46,19.456522,122,51,88,9,9,3535,364,6742,567,1524,17.056818,6,0.386364,0,0,0.034091,650,yes
11,core/src/main/java/org/apache/syncope/core/util/AttributableUtil.java,692,34,20.352941,123,48,25,2,5,903,156,1114,156,1524,32.040000,12,0.440000,0,0,0.000000,1017,yes
11,core/src/main/java/org/apache/syncope/core/util/ConnIdBundleManager.java,304,26,11.692308,39,1,18,1,7,459,159,614,196,1524,34.000000,33,0.555556,0,0,0.000000,584,no
11,core/src/main/java/org/apache/syncope/core/util/ContentExporter.java,376,11,34.181818,56,4,21,7,7,959,274,1542,415,1524,27.761905,26,0.428571,0,0,0.000000,473,no
11,core/src/main/java/org/apache/syncope/core/util/ContentLoaderHandler.java,197,12,16.416667,41,0,1,0,1,197,197,197,197,14,7.000000,26,1.000000,0,0,0.000000,26,no
11,core/src/main/java/org/apache/syncope/core/util/EntitlementUtil.java,128,10,12.800000,16,1,13,1,5,174,89,216,89,1524,43.307692,98,0.538462,0,0,0.000000,788,no
11,core/src/main/java/org/apache/syncope/core/util/GuardedStringConverter.java,128,6,21.333333,8,0,2,0,2,133,126,138,126,705,48.500000,98,0.500000,0,0,0.000000,124,no
11,core/src/main/java/org/apache/syncope/core/util/JexlUtil.java,227,14,16.214286,37,5,14,2,4,492,94,757,175,1524,41.285714,60,0.428571,0,0,0.000000,747,no
11,core/src/main/java/org/apache/syncope/core/util/MappingUtil.java,540,16,33.750000,110,26,28,3,4,1139,270,1738,303,1524,18.250000,26,0.678571,0,0,0.071429,424,no
11,core/src/main/java/org/apache/syncope/core/util/multiparent/MultiParentNodeOp.java,49,3,16.333333,7,0,7,2,4,85,51,121,51,1524,54.857143,61,0.428571,0,0,0.000000,473,no
11,core/src/main/java/org/apache/syncope/core/workflow/ActivitiDetector.java,86,3,28.666667,9,2,21,2,5,240,64,394,86,1524,29.714286,27,0.619048,0,0,0.000000,705,no
11,core/src/main/java/org/apache/syncope/core/workflow/WorkflowUserSuspender.java,78,2,39.000000,5,8,6,1,4,93,84,108,84,705,23.666667,48,0.333333,0,0,0.000000,105,no
11,core/src/main/java/org/apache/syncope/core/workflow/user/UserWorkflowAdapter.java,141,0,141.000000,7,7,22,3,7,362,78,583,86,1524,33.636364,70,0.409091,0,0,0.000000,574,no
11,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiUserWorkflowAdapter.java,666,33,20.181818,69,15,37,6,7,1239,303,1812,313,1524,24.297297,10,0.405405,0,0,0.000000,563,no
11,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/ActivitiWorkflowLoader.java,75,4,18.750000,5,1,16,3,7,162,54,249,54,1524,38.250000,62,0.500000,0,0,0.000000,563,no
11,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupManager.java,102,8,12.750000,8,4,13,1,5,147,111,192,111,1524,38.076923,53,0.692308,0,0,0.000000,551,no
11,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeGroupQueryImpl.java,157,18,8.722222,12,2,8,1,5,172,146,187,146,1524,54.000000,98,0.500000,0,0,0.000000,551,no
11,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/SyncopeUserQueryImpl.java,216,22,9.818182,21,7,10,1,5,257,203,298,203,1524,49.600000,98,0.600000,0,0,0.000000,551,yes
11,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Reactivate.java,28,1,28.000000,3,0,8,1,3,57,21,86,22,1524,52.500000,168,0.500000,0,0,0.000000,650,no
11,core/src/main/java/org/apache/syncope/core/workflow/user/activiti/task/Suspend.java,28,1,28.000000,3,0,8,1,3,57,21,86,22,1524,52.500000,168,0.500000,0,0,0.000000,650,no
12,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSRootDseServlet.java,100,3,33.333333,8,0,5,1,3,122,101,144,101,1524,77.600000,419,0.600000,0,0,0.000000,547,no
12,build-tools/src/main/java/org/apache/syncope/buildtools/ApacheDSStartStopListener.java,256,7,36.571429,25,0,9,2,3,381,275,506,275,1524,48.666667,53,0.777778,0,0,0.111111,547,no
12,build-tools/src/main/java/org/apache/syncope/buildtools/ConnIdStartStopListener.java,103,3,34.333333,10,0,1,0,1,103,103,103,103,40,26.000000,76,1.000000,0,0,0.000000,76,no
12,build-tools/src/main/java/org/apache/syncope/buildtools/H2StartStopListener.java,100,2,50.000000,10,0,10,2,3,159,99,218,99,1524,45.100000,76,0.500000,0,0,0.000000,547,no
12,build-tools/src/main/java/org/apache/syncope/buildtools/JarSchemaLdifExtractor.java,178,6,29.666667,26,0,5,1,3,216,187,254,187,1524,77.600000,419,0.600000,0,0,0.000000,547,no
12,build-tools/src/main/java/org/apache/syncope/buildtools/LdifURLLoader.java,127,5,25.400000,13,0,1,0,1,127,127,127,127,3,2.000000,186,1.000000,0,0,0.000000,186,no
12,build-tools/src/main/java/org/apache/syncope/buildtools/ServiceTimeoutServlet.java,105,4,26.250000,11,0,2,0,2,109,101,113,101,40,19.000000,76,0.500000,0,0,0.000000,139,no
12,client/src/main/java/org/apache/syncope/client/rest/utils/RestClientExceptionMapper.java,135,3,45.000000,16,4,8,1,3,319,131,503,131,24,5.625000,109,0.500000,0,0,0.125000,140,no
12,client/src/main/java/org/apache/syncope/client/services/proxy/TaskServiceProxy.java,221,30,7.366667,31,15,18,2,4,442,139,663,149,705,9.333333,81,0.500000,0,0,0.000000,155,no
12,common/src/main/java/org/apache/syncope/common/mod/MembershipMod.java,94,11,8.545455,4,0,19,1,5,271,82,448,164,1524,32.315789,138,0.631579,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/mod/UserMod.java,133,16,8.312500,14,1,13,1,5,296,98,459,196,1524,43.076923,137,0.384615,0,0,0.000000,1048,no
12,common/src/main/java/org/apache/syncope/common/search/AttributableCond.java,34,2,17.000000,3,0,16,1,4,124,34,214,68,1524,34.125000,141,0.625000,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/search/MembershipCond.java,63,6,10.500000,5,1,20,1,4,238,58,413,116,1524,27.350000,134,0.650000,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/search/NodeCond.java,252,29,8.689655,26,1,15,1,5,606,242,958,484,1524,38.133333,25,0.333333,0,0,0.000000,979,no
12,common/src/main/java/org/apache/syncope/common/services/LoggerService.java,68,4,17.000000,3,2,7,0,2,121,72,174,72,705,14.714286,132,0.857143,0,0,0.142857,159,no
12,common/src/main/java/org/apache/syncope/common/services/UserRequestService.java,84,4,21.000000,7,1,9,0,3,146,62,208,62,705,12.888889,131,0.666667,0,0,0.000000,154,no
12,common/src/main/java/org/apache/syncope/common/to/AbstractAttributableTO.java,185,21,8.809524,12,0,34,2,6,680,171,1175,342,1524,22.735294,132,0.647059,0,0,0.029412,1099,no
12,common/src/main/java/org/apache/syncope/common/to/AttributeTO.java,120,9,13.333333,8,1,24,1,5,347,112,574,223,1524,24.750000,127,0.583333,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/to/BulkActionRes.java,123,11,11.181818,10,1,2,0,2,136,116,149,116,57,12.000000,39,0.500000,0,0,0.000000,91,no
12,common/src/main/java/org/apache/syncope/common/to/ConnIdObjectClassTO.java,72,6,12.000000,3,1,22,1,4,308,72,544,137,1524,29.090909,53,0.681818,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/to/ConnInstanceTO.java,195,24,8.125000,13,3,24,2,7,474,163,753,326,1524,28.666667,76,0.541667,0,0,0.041667,1072,no
12,common/src/main/java/org/apache/syncope/common/to/MappingTO.java,137,12,11.416667,19,2,6,1,4,267,124,397,247,705,26.666667,131,0.333333,0,0,0.166667,212,no
12,common/src/main/java/org/apache/syncope/common/to/MembershipTO.java,95,12,7.916667,3,0,24,1,5,285,86,475,172,1524,24.958333,138,0.500000,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/to/NotificationTaskTO.java,121,16,7.562500,5,1,10,1,5,269,116,417,231,1524,44.900000,138,0.400000,0,0,0.100000,582,no
12,common/src/main/java/org/apache/syncope/common/to/PropagationRequestTO.java,84,7,12.000000,6,1,3,0,2,86,76,88,76,27,7.666667,133,0.666667,0,0,0.000000,139,no
12,common/src/main/java/org/apache/syncope/common/to/RoleTO.java,215,32,6.718750,14,0,25,1,5,531,207,847,414,1524,26.560000,138,0.520000,0,0,0.040000,1061,no
12,common/src/main/java/org/apache/syncope/common/to/UserRequestTO.java,119,14,8.500000,6,3,8,1,5,217,84,315,168,1524,56.000000,137,0.250000,0,0,0.000000,579,no
12,common/src/main/java/org/apache/syncope/common/to/UserTO.java,189,27,7.000000,8,0,37,2,5,684,181,1179,362,1524,21.054054,132,0.675676,0,0,0.000000,1099,no
12,common/src/main/java/org/apache/syncope/common/to/WorkflowFormTO.java,170,21,8.095238,10,1,13,2,6,367,151,564,302,1524,39.230769,123,0.384615,0,0,0.076923,595,no
12,common/src/main/java/org/apache/syncope/common/types/AbstractPolicySpec.java,27,0,27.000000,3,1,15,1,4,100,29,173,58,1524,35.400000,126,0.600000,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/AttributableType.java,34,1,34.000000,3,0,17,1,5,107,27,180,54,1524,29.235294,25,0.411765,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/AttributeSchemaType.java,49,3,16.333333,8,0,26,1,4,230,43,411,86,1524,27.615385,91,0.692308,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/types/AuditElements.java,265,4,66.250000,10,0,35,1,5,699,244,1133,488,1524,24.685714,53,0.514286,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/types/CipherAlgorithm.java,47,3,15.666667,3,0,16,1,5,137,40,227,80,1524,32.187500,130,0.500000,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/ConflictResolutionAction.java,38,1,38.000000,3,0,18,1,6,113,31,188,62,1524,29.111111,25,0.500000,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/ConnConfPropSchema.java,112,15,7.466667,5,1,19,1,5,316,112,520,224,1524,31.894737,141,0.631579,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/types/ConnConfProperty.java,73,7,10.428571,6,1,20,1,4,243,73,413,146,1524,31.650000,141,0.700000,0,0,0.000000,1132,no
12,common/src/main/java/org/apache/syncope/common/types/ConnectorCapability.java,42,1,42.000000,3,0,18,1,5,129,35,216,70,1524,28.500000,25,0.555556,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/EntityViolationType.java,70,3,23.333333,3,0,8,1,3,176,69,282,138,1524,40.375000,46,0.625000,0,0,0.000000,419,no
12,common/src/main/java/org/apache/syncope/common/types/IntMappingType.java,200,6,33.333333,22,0,28,4,7,509,193,818,386,1524,25.321429,43,0.428571,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/LoggerType.java,41,1,41.000000,4,0,18,1,5,121,27,201,54,1524,27.944444,25,0.388889,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/PolicyType.java,58,3,19.333333,3,0,18,1,5,154,49,250,98,1524,31.666667,25,0.611111,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/PropagationTaskExecStatus.java,49,2,24.500000,4,0,22,1,5,140,42,231,84,1524,25.045455,25,0.545455,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/ReportExecStatus.java,34,1,34.000000,3,0,16,1,5,107,28,180,56,1524,31.187500,25,0.500000,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/ResourceOperation.java,33,1,33.000000,3,0,19,1,5,103,26,173,52,1524,30.157895,25,0.368421,0,0,0.000000,1093,no
12,common/src/main/java/org/apache/syncope/common/types/SchemaType.java,60,3,20.000000,8,4,20,2,4,228,49,396,95,1524,28.050000,82,0.350000,0,0,0.000000,693,no
12,common/src/main/java/org/apache/syncope/common/types/SyncopeClientExceptionType.java,102,4,25.500000,6,0,44,2,4,466,99,830,198,1524,23.045455,109,0.750000,0,0,0.000000,1077,no
12,common/src/main/java/org/apache/syncope/common/types/TaskType.java,52,3,17.333333,6,0,19,1,5,187,49,322,95,1524,28.842105,25,0.315789,0,0,0.000000,693,no
12,common/src/main/java/org/apache/syncope/common/types/UserRequestType.java,34,1,34.000000,3,0,14,1,5,105,27,176,54,1524,36.428571,25,0.357143,0,0,0.000000,693,no
12,common/src/main/java/org/apache/syncope/common/util/CollectionWrapper.java,183,18,10.166667,20,10,7,1,4,259,111,335,115,705,20.285714,81,0.571429,0,0,0.000000,144,no
12,common/src/main/java/org/apache/syncope/common/validation/SyncopeClientErrorHandler.java,100,1,100.000000,13,1,15,3,4,259,93,418,186,1524,39.466667,104,0.466667,0,0,0.000000,1077,no
12,console/src/main/java/org/apache/syncope/console/SyncopeRequestCycleListener.java,83,1,83.000000,10,1,14,1,3,241,69,399,126,1524,37.428571,194,0.571429,0,0,0.000000,956,no
12,console/src/main/java/org/apache/syncope/console/commons/AttributableDataProvider.java,110,5,22.000000,11,4,14,2,6,184,91,258,91,1524,42.357143,99,0.428571,0,0,0.000000,585,yes
12,console/src/main/java/org/apache/syncope/console/commons/DateFormatROModel.java,50,4,12.500000,4,1,12,1,5,122,34,194,34,1524,46.916667,130,0.416667,0,0,0.000000,693,no
12,console/src/main/java/org/apache/syncope/console/commons/JexlHelpUtil.java,61,5,12.200000,3,0,3,0,2,72,55,83,55,29,8.333333,82,0.666667,0,0,0.000000,131,no
12,console/src/main/java/org/apache/syncope/console/commons/PreferenceManager.java,180,15,12.000000,14,0,16,4,6,371,168,562,168,1524,33.375000,130,0.437500,0,0,0.062500,847,no
12,console/src/main/java/org/apache/syncope/console/commons/RoleTreeBuilder.java,116,8,14.500000,8,2,12,1,4,156,93,196,93,1524,43.250000,132,0.500000,0,0,0.000000,852,no
12,console/src/main/java/org/apache/syncope/console/commons/RoleUtils.java,36,1,36.000000,6,1,15,1,3,144,35,252,35,1524,30.333333,132,0.733333,0,0,0.000000,1132,no
12,console/src/main/java/org/apache/syncope/console/commons/SearchCondWrapper.java,114,13,8.769231,3,1,13,1,5,189,66,264,86,1524,43.384615,130,0.461538,0,0,0.000000,984,no
12,console/src/main/java/org/apache/syncope/console/commons/SelectOption.java,72,8,9.000000,8,0,8,1,5,94,50,116,50,1524,61.250000,130,0.500000,0,0,0.000000,692,no
12,console/src/main/java/org/apache/syncope/console/commons/SortableAttributableProviderComparator.java,123,5,24.600000,14,3,13,3,6,184,75,241,78,1524,43.615385,99,0.461538,0,0,0.076923,810,no
12,console/src/main/java/org/apache/syncope/console/commons/StatusUtils.java,196,12,16.333333,28,6,18,0,4,455,195,703,195,1524,27.944444,24,0.777778,0,0,0.111111,475,no
12,console/src/main/java/org/apache/syncope/console/markup/html/CrontabContainer.java,183,12,15.250000,28,3,9,0,4,347,226,514,226,1524,37.555556,6,0.444444,0,0,0.000000,474,no
12,console/src/main/java/org/apache/syncope/console/pages/AbstractSchedTaskModalPage.java,142,6,23.666667,12,7,26,2,6,432,167,722,167,1524,26.230769,23,0.423077,0,0,0.000000,692,no
12,console/src/main/java/org/apache/syncope/console/pages/ApprovalModalPage.java,282,22,12.818182,27,12,23,3,5,645,235,1012,235,1524,26.913043,23,0.391304,0,0,0.000000,592,no
12,console/src/main/java/org/apache/syncope/console/pages/BasePage.java,171,16,10.687500,9,4,45,3,7,591,114,1018,119,1524,17.422222,23,0.533333,0,0,0.000000,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/BulkActionModalPage.java,162,12,13.500000,16,6,8,0,2,189,156,212,156,57,7.125000,6,0.750000,0,0,0.000000,91,no
12,console/src/main/java/org/apache/syncope/console/pages/Configuration.java,706,60,11.766667,16,20,58,4,7,1947,350,3187,442,1524,18.017241,6,0.586207,0,0,0.000000,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/ConfigurationModalPage.java,133,8,16.625000,13,4,26,2,6,295,105,457,105,1524,26.500000,23,0.423077,0,0,0.000000,987,no
12,console/src/main/java/org/apache/syncope/console/pages/ConnectorModalPage.java,512,23,22.260870,47,16,70,4,7,1932,253,3350,385,1524,14.928571,6,0.542857,0,0,0.085714,1068,no
12,console/src/main/java/org/apache/syncope/console/pages/DerivedSchemaModalPage.java,143,7,20.428571,10,7,35,3,6,425,121,710,121,1524,18.685714,23,0.457143,0,0,0.000000,1068,no
12,console/src/main/java/org/apache/syncope/console/pages/DisplayAttributesModalPage.java,296,23,12.869565,18,3,40,6,6,876,251,1456,279,1524,18.900000,23,0.525000,0,0,0.000000,1041,no
12,console/src/main/java/org/apache/syncope/console/pages/InfoModalPage.java,43,1,43.000000,3,1,3,0,2,63,44,83,44,15,4.666667,111,0.666667,0,0,0.000000,134,no
12,console/src/main/java/org/apache/syncope/console/pages/Login.java,280,17,16.470588,9,10,45,6,7,900,141,1520,169,1524,17.088889,24,0.533333,0,0,0.044444,1092,no
12,console/src/main/java/org/apache/syncope/console/pages/Logout.java,48,1,48.000000,3,2,10,3,5,82,25,116,25,1524,42.900000,141,0.400000,0,0,0.000000,1091,no
12,console/src/main/java/org/apache/syncope/console/pages/MembershipModalPage.java,109,7,15.571429,6,5,40,3,6,1338,413,2567,499,1524,18.125000,23,0.600000,0,0,0.025000,1041,no
12,console/src/main/java/org/apache/syncope/console/pages/NotificationModalPage.java,272,13,20.923077,21,12,30,6,7,476,156,688,156,1524,22.033333,6,0.333333,0,0,0.033333,582,no
12,console/src/main/java/org/apache/syncope/console/pages/PolicyModalPage.java,226,13,17.384615,36,14,23,3,7,408,247,590,247,1524,24.478261,18,0.347826,0,0,0.043478,592,no
12,console/src/main/java/org/apache/syncope/console/pages/ReportModalPage.java,643,65,9.892308,28,19,29,4,7,1211,453,1733,453,1524,17.689655,6,0.275862,0,0,0.034483,474,no
12,console/src/main/java/org/apache/syncope/console/pages/ReportletConfModalPage.java,356,19,18.736842,49,17,22,3,6,542,348,740,348,1524,18.227273,6,0.363636,0,0,0.000000,462,no
12,console/src/main/java/org/apache/syncope/console/pages/Reports.java,505,46,10.978261,26,15,30,5,8,758,285,1010,286,1524,22.900000,6,0.366667,0,0,0.033333,1093,yes
12,console/src/main/java/org/apache/syncope/console/pages/ResourceModalPage.java,208,10,20.800000,21,8,79,10,7,2922,374,5641,917,1524,15.088608,23,0.620253,0,0,0.050633,1062,no
12,console/src/main/java/org/apache/syncope/console/pages/Resources.java,606,62,9.774194,9,13,56,4,7,1479,328,2351,360,1524,17.928571,6,0.571429,0,0,0.000000,1093,yes
12,console/src/main/java/org/apache/syncope/console/pages/ResultStatusModalPage.java,392,19,20.631579,35,10,20,1,5,945,388,1470,388,1524,23.950000,11,0.500000,0,0,0.000000,475,no
12,console/src/main/java/org/apache/syncope/console/pages/RoleModalPage.java,176,10,17.600000,13,6,66,4,7,2552,437,4926,840,1524,13.818182,23,0.621212,0,0,0.015152,1041,no
12,console/src/main/java/org/apache/syncope/console/pages/RoleSelectModalPage.java,105,7,15.000000,6,5,9,0,4,137,70,169,70,705,20.333333,118,0.555556,0,0,0.000000,225,no
12,console/src/main/java/org/apache/syncope/console/pages/Roles.java,179,13,13.769231,12,9,38,2,7,688,252,1153,254,1524,18.473684,8,0.473684,0,0,0.000000,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/Schema.java,463,37,12.513514,16,13,60,3,7,5007,753,9550,1750,1524,15.966667,6,0.633333,0,0,0.033333,1086,no
12,console/src/main/java/org/apache/syncope/console/pages/SchemaModalPage.java,328,17,19.294118,26,11,50,3,8,897,162,1469,167,1524,15.800000,6,0.460000,0,0,0.020000,1068,no
12,console/src/main/java/org/apache/syncope/console/pages/StatusModalPage.java,143,11,13.000000,11,5,19,2,6,489,301,840,301,1524,28.315789,23,0.368421,0,0,0.000000,501,no
12,console/src/main/java/org/apache/syncope/console/pages/TaskModalPage.java,255,19,13.421053,9,14,49,4,7,1007,301,1763,301,1524,18.408163,23,0.489796,0,0,0.000000,957,no
12,console/src/main/java/org/apache/syncope/console/pages/Todo.java,479,41,11.682927,11,13,23,3,7,914,334,1348,395,1524,30.043478,6,0.347826,0,0,0.000000,592,no
12,console/src/main/java/org/apache/syncope/console/pages/UserModalPage.java,213,11,19.363636,13,8,83,5,7,4547,703,8880,1371,1524,13.397590,23,0.650602,0,0,0.036145,1041,no
12,console/src/main/java/org/apache/syncope/console/pages/UserOwnerSelectModalPage.java,82,5,16.400000,7,5,8,0,4,103,84,128,84,705,16.750000,8,0.375000,0,0,0.000000,225,no
12,console/src/main/java/org/apache/syncope/console/pages/UserRequestModalPage.java,131,6,21.833333,20,5,13,2,5,211,118,294,118,1524,42.923077,23,0.615385,0,0,0.000000,487,no
12,console/src/main/java/org/apache/syncope/console/pages/Users.java,168,12,14.000000,8,9,94,5,7,4639,539,9110,1788,1524,13.553191,8,0.744681,0,0,0.010638,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/VirtualSchemaModalPage.java,127,7,18.142857,10,7,23,2,6,258,106,393,106,1524,25.565217,23,0.304348,0,0,0.000000,762,no
12,console/src/main/java/org/apache/syncope/console/pages/WelcomePage.java,42,1,42.000000,3,2,23,2,5,245,96,448,106,1524,25.086957,111,0.695652,0,0,0.000000,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/AbstractSearchResultPanel.java,355,17,20.882353,16,9,37,8,7,1228,555,2100,555,1524,21.648649,6,0.324324,0,0,0.000000,585,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/AjaxDataTablePanel.java,184,13,14.153846,5,8,6,0,3,201,173,218,173,57,7.500000,6,0.333333,0,0,0.000000,91,yes
12,console/src/main/java/org/apache/syncope/console/pages/panels/AttributesPanel.java,278,12,23.166667,34,19,35,3,7,759,329,1244,329,1524,20.571429,48,0.314286,0,0,0.114286,677,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/NotificationTasks.java,250,19,13.157895,10,9,60,4,7,1315,151,2395,281,1524,15.500000,6,0.583333,0,0,0.016667,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/PoliciesPanel.java,333,27,12.333333,11,15,31,4,7,644,350,953,350,1524,22.967742,6,0.290323,0,0,0.000000,643,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/PolicyBeanPanel.java,324,25,12.960000,27,15,31,3,7,708,309,1090,309,1524,24.096774,6,0.290323,0,0,0.032258,649,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/PropagationTasks.java,269,20,13.450000,10,11,63,4,7,1315,151,2376,281,1524,15.047619,6,0.555556,0,0,0.015873,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceConnConfPanel.java,303,11,27.545455,26,14,19,4,7,499,371,694,371,1524,29.421053,6,0.473684,0,0,0.000000,487,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceDetailsPanel.java,246,13,18.923077,9,11,20,2,7,462,270,677,270,1524,31.150000,6,0.500000,0,0,0.000000,487,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceMappingPanel.java,650,34,19.117647,80,19,47,13,8,1780,532,2911,532,1524,17.148936,6,0.382979,0,0,0.106383,487,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/ResourceSecurityPanel.java,189,10,18.900000,17,5,16,1,7,359,217,529,217,1524,37.187500,110,0.437500,0,0,0.000000,601,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/ResourcesPanel.java,181,11,16.454545,10,13,19,3,7,341,98,479,119,1524,26.578947,6,0.368421,0,0,0.105263,677,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/RolePanel.java,184,8,23.000000,7,7,27,3,7,335,135,479,135,1524,23.333333,19,0.444444,0,0,0.111111,578,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSearchResultPanel.java,175,19,9.210526,5,11,8,2,4,251,154,326,154,705,18.125000,23,0.375000,0,0,0.000000,173,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSecurityPanel.java,198,12,16.500000,11,7,17,1,7,337,217,475,217,1524,34.470588,6,0.294118,0,0,0.000000,601,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/RoleSummaryPanel.java,127,8,15.875000,10,4,17,1,5,358,160,646,160,1524,34.647059,8,0.529412,0,0,0.058824,578,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/SchedTasks.java,282,23,12.260870,10,11,64,4,7,1443,151,2621,281,1524,15.828125,6,0.593750,0,0,0.015625,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/SearchView.java,307,24,12.791667,25,3,7,0,3,327,291,346,291,705,19.000000,6,0.571429,0,0,0.000000,173,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/StatusPanel.java,314,16,19.625000,24,14,19,1,6,775,376,1227,376,1524,28.789474,8,0.578947,0,0,0.052632,487,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/SyncTasks.java,327,31,10.548387,10,13,65,4,7,1507,151,2703,281,1524,15.538462,6,0.600000,0,0,0.015385,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchPanel.java,107,10,10.700000,4,5,82,3,6,5120,539,10133,1788,1524,14.329268,8,0.841463,0,0,0.012195,1093,no
12,console/src/main/java/org/apache/syncope/console/pages/panels/UserSearchResultPanel.java,277,25,11.080000,17,20,12,5,4,325,203,373,203,705,14.083333,23,0.583333,0,0,0.000000,173,no
12,console/src/main/java/org/apache/syncope/console/rest/ConnectorRestClient.java,213,17,12.529412,20,12,42,6,6,557,93,901,93,1524,19.690476,53,0.404762,0,0,0.023810,1068,no
12,console/src/main/java/org/apache/syncope/console/rest/InvalidPolicyType.java,31,2,15.500000,3,0,13,1,4,80,15,129,27,1524,32.153846,144,0.692308,0,0,0.000000,1093,no
12,console/src/main/java/org/apache/syncope/console/rest/PolicyRestClient.java,110,7,15.714286,15,7,26,5,7,463,141,818,225,1524,25.384615,26,0.230769,0,0,0.076923,649,yes
12,console/src/main/java/org/apache/syncope/console/wicket/extensions/markup/html/repeater/data/table/ActionColumn.java,59,4,14.750000,3,1,11,2,5,123,53,187,53,1524,52.454545,88,0.454545,0,0,0.000000,582,no
12,console/src/main/java/org/apache/syncope/console/wicket/markup/html/form/ActionLink.java,62,3,20.666667,3,0,25,2,5,192,35,322,38,1524,26.320000,88,0.600000,0,0,0.000000,1132,no
